region,provincia,ciudad,dni,candidato,esvalido
Áncash,Mariscal Luzuriaga,Piscobamba,28365431,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,79700330,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,25300037,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,47583927,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,42374098,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,77439739,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,48372403,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,22187821,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,87319565,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,32884916,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,54720686,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,10546701,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,77740483,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,77173544,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,82245900,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,38694848,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,36624438,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,49038577,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,48544285,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,34378989,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,47251516,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,43646275,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,81599811,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,22767870,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,38294725,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,52999970,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,76193350,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,40854462,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,39886178,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,76326347,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,65847495,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,72338766,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,28542913,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,87469994,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,30335413,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,45242018,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,34714306,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,41146255,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,88159101,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,45758559,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,25455475,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,82814348,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,56727179,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,15966509,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,50020973,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,24414064,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,49292737,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,27636480,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,13834675,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,32519365,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,28747159,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,63112938,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,70272718,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,15293440,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,77764092,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,10683386,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,66417025,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,47983556,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,31130324,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,25709098,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,39458477,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,61953803,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,40285769,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,74213889,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,65423583,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,78704568,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,39434958,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,70477623,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,10131988,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,56137311,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,20105623,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,26157000,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,56347559,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,57491839,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,35311998,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,68029853,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,25565748,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,60918822,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,60024682,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,40524856,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,31528013,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,78104754,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,63281578,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,39268922,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,50592658,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,86931231,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,63431471,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,85884481,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,28506964,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,37562031,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,44510186,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,34527691,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,88918862,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,41396704,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,45908950,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,16394990,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,26187652,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,51661541,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,14815700,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,78461088,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,66877371,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,11237269,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,75173939,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,18614407,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,43959600,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,10384455,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,60930360,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,84625980,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,18775700,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,58458453,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,89792188,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,86632677,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,60379487,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,12559570,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,73483419,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,29596002,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,87134518,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,37087690,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,64824299,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,25617875,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,71086202,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,60532101,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,65597349,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,35030137,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,20343066,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,24207944,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,21038469,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,43172656,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,64051206,Michael Otano,0
Áncash,Mariscal Luzuriaga,Piscobamba,41445630,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,50452749,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,68828556,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,57040738,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,59905077,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,20799234,Ethel Hickok,1
Áncash,Mariscal Luzuriaga,Piscobamba,36386580,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,67397608,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,15733467,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,45134055,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,30335660,Michael Otano,1
Áncash,Mariscal Luzuriaga,Piscobamba,35240811,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,71506480,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,68303099,Mary Hill,0
Áncash,Mariscal Luzuriaga,Piscobamba,69660083,Oscar Steele,1
Áncash,Mariscal Luzuriaga,Piscobamba,71407209,Mary Hill,1
Áncash,Mariscal Luzuriaga,Piscobamba,36224885,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,32734881,Oscar Steele,0
Áncash,Mariscal Luzuriaga,Piscobamba,46510584,Ethel Hickok,0
Áncash,Mariscal Luzuriaga,Piscobamba,35810053,Michael Otano,0
