region,provincia,ciudad,dni,candidato,esvalido
Arequipa,La Uniòn,Cotahuasi,50212637,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,82613156,Matthew Espitia,0
Arequipa,La Uniòn,Cotahuasi,16589950,Juan Bravo,1
Arequipa,La Uniòn,Cotahuasi,22500245,Juan Bravo,1
Arequipa,La Uniòn,Cotahuasi,32099458,Benny Plunkett,0
Arequipa,La Uniòn,Cotahuasi,21083403,Marlene Serrano,1
Arequipa,La Uniòn,Cotahuasi,26530509,Benny Plunkett,0
Arequipa,La Uniòn,Cotahuasi,72859333,Marlene Serrano,1
Arequipa,La Uniòn,Cotahuasi,48158965,Barbara Saleha,1
Arequipa,La Uniòn,Cotahuasi,52218728,Frank Stanley,1
Arequipa,La Uniòn,Cotahuasi,46993554,Matthew Espitia,0
Arequipa,La Uniòn,Cotahuasi,25094900,Benny Plunkett,1
Arequipa,La Uniòn,Cotahuasi,81220252,Frank Stanley,0
Arequipa,La Uniòn,Cotahuasi,33516148,Juan Bravo,0
Arequipa,La Uniòn,Cotahuasi,64555482,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,16182159,Barbara Saleha,0
Arequipa,La Uniòn,Cotahuasi,69033388,Benny Plunkett,1
Arequipa,La Uniòn,Cotahuasi,57681724,Frank Stanley,1
Arequipa,La Uniòn,Cotahuasi,52712467,Marlene Serrano,0
Arequipa,La Uniòn,Cotahuasi,26879950,Benny Plunkett,1
Arequipa,La Uniòn,Cotahuasi,18068919,Jerome Duane,1
Arequipa,La Uniòn,Cotahuasi,28525073,Matthew Espitia,1
Arequipa,La Uniòn,Cotahuasi,15569836,Marlene Serrano,1
Arequipa,La Uniòn,Cotahuasi,82096096,Matthew Espitia,0
Arequipa,La Uniòn,Cotahuasi,22385285,Benny Plunkett,1
Arequipa,La Uniòn,Cotahuasi,81246579,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,72427472,Marlene Serrano,1
Arequipa,La Uniòn,Cotahuasi,38034958,Jerome Duane,1
Arequipa,La Uniòn,Cotahuasi,58903998,Frank Stanley,0
Arequipa,La Uniòn,Cotahuasi,66444930,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,65145897,Jerome Duane,1
Arequipa,La Uniòn,Cotahuasi,61140151,Matthew Espitia,1
Arequipa,La Uniòn,Cotahuasi,42765549,Marlene Serrano,1
Arequipa,La Uniòn,Cotahuasi,57276824,Benny Plunkett,0
Arequipa,La Uniòn,Cotahuasi,12452216,Benny Plunkett,0
Arequipa,La Uniòn,Cotahuasi,22528366,Matthew Espitia,0
Arequipa,La Uniòn,Cotahuasi,14085280,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,21086926,Jerome Duane,0
Arequipa,La Uniòn,Cotahuasi,65872574,Matthew Espitia,1
Arequipa,La Uniòn,Cotahuasi,87922782,Barbara Saleha,1
Arequipa,La Uniòn,Cotahuasi,46390317,Frank Stanley,1
Arequipa,La Uniòn,Cotahuasi,24432891,Barbara Saleha,0
Arequipa,La Uniòn,Cotahuasi,45302332,Juan Bravo,1
Arequipa,La Uniòn,Cotahuasi,43010730,Barbara Saleha,0
