region,provincia,ciudad,dni,candidato,esvalido
Áncash,Sihuas,Sihuas,82145475,Michael Otano,0
Áncash,Sihuas,Sihuas,18707425,Michael Otano,0
Áncash,Sihuas,Sihuas,78538098,Oscar Steele,0
Áncash,Sihuas,Sihuas,73834811,Oscar Steele,0
Áncash,Sihuas,Sihuas,18502248,Ethel Hickok,1
Áncash,Sihuas,Sihuas,84899806,Oscar Steele,1
Áncash,Sihuas,Sihuas,77343494,Oscar Steele,1
Áncash,Sihuas,Sihuas,31669468,Ethel Hickok,1
Áncash,Sihuas,Sihuas,32431166,Ethel Hickok,1
Áncash,Sihuas,Sihuas,42262785,Mary Hill,1
Áncash,Sihuas,Sihuas,56300374,Oscar Steele,0
Áncash,Sihuas,Sihuas,39668347,Mary Hill,1
Áncash,Sihuas,Sihuas,87515473,Michael Otano,0
Áncash,Sihuas,Sihuas,76686535,Ethel Hickok,1
Áncash,Sihuas,Sihuas,50379260,Ethel Hickok,1
Áncash,Sihuas,Sihuas,60209782,Mary Hill,1
Áncash,Sihuas,Sihuas,50669870,Michael Otano,0
Áncash,Sihuas,Sihuas,66017054,Ethel Hickok,1
Áncash,Sihuas,Sihuas,15538077,Oscar Steele,1
Áncash,Sihuas,Sihuas,64952042,Mary Hill,0
Áncash,Sihuas,Sihuas,73447235,Mary Hill,0
Áncash,Sihuas,Sihuas,75749940,Oscar Steele,0
Áncash,Sihuas,Sihuas,39850393,Michael Otano,0
Áncash,Sihuas,Sihuas,74106486,Mary Hill,0
Áncash,Sihuas,Sihuas,80767017,Oscar Steele,0
Áncash,Sihuas,Sihuas,19745289,Michael Otano,1
Áncash,Sihuas,Sihuas,43609020,Ethel Hickok,1
Áncash,Sihuas,Sihuas,86709467,Ethel Hickok,1
Áncash,Sihuas,Sihuas,25016776,Oscar Steele,1
Áncash,Sihuas,Sihuas,62820614,Mary Hill,1
Áncash,Sihuas,Sihuas,55730567,Mary Hill,0
Áncash,Sihuas,Sihuas,16595390,Ethel Hickok,0
Áncash,Sihuas,Sihuas,18807797,Ethel Hickok,0
Áncash,Sihuas,Sihuas,83711113,Michael Otano,0
Áncash,Sihuas,Sihuas,20858345,Michael Otano,0
Áncash,Sihuas,Sihuas,21055416,Michael Otano,0
Áncash,Sihuas,Sihuas,24760337,Michael Otano,0
Áncash,Sihuas,Sihuas,40605272,Michael Otano,1
Áncash,Sihuas,Sihuas,67688264,Oscar Steele,0
Áncash,Sihuas,Sihuas,11684016,Mary Hill,0
Áncash,Sihuas,Sihuas,59279367,Mary Hill,0
Áncash,Sihuas,Sihuas,87914344,Ethel Hickok,1
Áncash,Sihuas,Sihuas,65333730,Mary Hill,0
Áncash,Sihuas,Sihuas,54962627,Michael Otano,0
Áncash,Sihuas,Sihuas,87263293,Mary Hill,1
Áncash,Sihuas,Sihuas,71735014,Ethel Hickok,0
Áncash,Sihuas,Sihuas,42357447,Oscar Steele,1
Áncash,Sihuas,Sihuas,54865058,Michael Otano,0
Áncash,Sihuas,Sihuas,51095864,Ethel Hickok,0
Áncash,Sihuas,Sihuas,61222499,Michael Otano,0
Áncash,Sihuas,Sihuas,67800882,Mary Hill,1
Áncash,Sihuas,Sihuas,60352840,Oscar Steele,0
Áncash,Sihuas,Sihuas,50724572,Ethel Hickok,1
Áncash,Sihuas,Sihuas,53870465,Oscar Steele,0
Áncash,Sihuas,Sihuas,76547052,Michael Otano,1
Áncash,Sihuas,Sihuas,69082605,Mary Hill,1
Áncash,Sihuas,Sihuas,61109564,Oscar Steele,0
Áncash,Sihuas,Sihuas,58080059,Oscar Steele,1
Áncash,Sihuas,Sihuas,55103663,Oscar Steele,0
Áncash,Sihuas,Sihuas,75837989,Ethel Hickok,0
Áncash,Sihuas,Sihuas,23921829,Ethel Hickok,1
Áncash,Sihuas,Sihuas,83875178,Oscar Steele,0
Áncash,Sihuas,Sihuas,40940374,Michael Otano,0
Áncash,Sihuas,Sihuas,24571700,Ethel Hickok,1
Áncash,Sihuas,Sihuas,15477607,Ethel Hickok,0
Áncash,Sihuas,Sihuas,77733721,Ethel Hickok,1
Áncash,Sihuas,Sihuas,48067547,Mary Hill,1
Áncash,Sihuas,Sihuas,70272165,Oscar Steele,0
Áncash,Sihuas,Sihuas,40969358,Michael Otano,1
Áncash,Sihuas,Sihuas,83674112,Oscar Steele,1
Áncash,Sihuas,Sihuas,31957054,Ethel Hickok,0
Áncash,Sihuas,Sihuas,64223947,Mary Hill,1
Áncash,Sihuas,Sihuas,47986315,Oscar Steele,1
Áncash,Sihuas,Sihuas,81999888,Ethel Hickok,0
Áncash,Sihuas,Sihuas,27857479,Ethel Hickok,1
Áncash,Sihuas,Sihuas,40979406,Mary Hill,1
Áncash,Sihuas,Sihuas,84067426,Mary Hill,1
Áncash,Sihuas,Sihuas,80616485,Oscar Steele,1
Áncash,Sihuas,Sihuas,58691325,Ethel Hickok,0
Áncash,Sihuas,Sihuas,10473915,Michael Otano,0
Áncash,Sihuas,Sihuas,38928296,Oscar Steele,0
Áncash,Sihuas,Sihuas,19692343,Oscar Steele,0
Áncash,Sihuas,Sihuas,57115624,Ethel Hickok,1
Áncash,Sihuas,Sihuas,66447497,Mary Hill,0
Áncash,Sihuas,Sihuas,31436467,Oscar Steele,0
Áncash,Sihuas,Sihuas,36525566,Oscar Steele,1
Áncash,Sihuas,Sihuas,39607053,Oscar Steele,1
Áncash,Sihuas,Sihuas,68623735,Ethel Hickok,0
Áncash,Sihuas,Sihuas,68359297,Mary Hill,1
Áncash,Sihuas,Sihuas,23462005,Mary Hill,0
Áncash,Sihuas,Sihuas,30831296,Michael Otano,0
Áncash,Sihuas,Sihuas,69630152,Ethel Hickok,0
Áncash,Sihuas,Sihuas,79162206,Mary Hill,0
Áncash,Sihuas,Sihuas,76697028,Michael Otano,1
Áncash,Sihuas,Sihuas,46405298,Michael Otano,0
Áncash,Sihuas,Sihuas,68993088,Michael Otano,1
Áncash,Sihuas,Sihuas,68299911,Oscar Steele,1
Áncash,Sihuas,Sihuas,54249498,Michael Otano,0
Áncash,Sihuas,Sihuas,31263536,Ethel Hickok,1
Áncash,Sihuas,Sihuas,51588754,Oscar Steele,1
Áncash,Sihuas,Sihuas,31031809,Ethel Hickok,1
Áncash,Sihuas,Sihuas,39901806,Ethel Hickok,1
Áncash,Sihuas,Sihuas,51755840,Mary Hill,1
Áncash,Sihuas,Sihuas,82360657,Mary Hill,0
Áncash,Sihuas,Sihuas,55446565,Mary Hill,1
Áncash,Sihuas,Sihuas,71421648,Ethel Hickok,0
Áncash,Sihuas,Sihuas,77938766,Ethel Hickok,0
Áncash,Sihuas,Sihuas,52596360,Ethel Hickok,0
Áncash,Sihuas,Sihuas,88928388,Mary Hill,1
Áncash,Sihuas,Sihuas,40925229,Oscar Steele,1
Áncash,Sihuas,Sihuas,15985588,Oscar Steele,0
Áncash,Sihuas,Sihuas,25174497,Ethel Hickok,0
Áncash,Sihuas,Sihuas,86523157,Mary Hill,1
Áncash,Sihuas,Sihuas,31468450,Michael Otano,1
Áncash,Sihuas,Sihuas,62859987,Mary Hill,1
Áncash,Sihuas,Sihuas,11177205,Oscar Steele,0
Áncash,Sihuas,Sihuas,61791243,Ethel Hickok,0
Áncash,Sihuas,Sihuas,46386051,Mary Hill,1
Áncash,Sihuas,Sihuas,79374550,Michael Otano,0
Áncash,Sihuas,Sihuas,32409987,Michael Otano,1
Áncash,Sihuas,Sihuas,73725426,Ethel Hickok,0
Áncash,Sihuas,Sihuas,45134833,Ethel Hickok,1
Áncash,Sihuas,Sihuas,56173044,Oscar Steele,0
Áncash,Sihuas,Sihuas,54159509,Ethel Hickok,1
Áncash,Sihuas,Sihuas,61122941,Mary Hill,0
