region,provincia,ciudad,dni,candidato,esvalido
Lima,Oyón ,Oyon,15982361,Joseph Lawson,0
Lima,Oyón ,Oyon,55724311,Joseph Burrell,0
Lima,Oyón ,Oyon,36892380,Joseph Burrell,1
Lima,Oyón ,Oyon,34215517,Brenda Monroe,0
Lima,Oyón ,Oyon,77324959,Justin Garza,1
Lima,Oyón ,Oyon,30030284,Leonard Kato,0
Lima,Oyón ,Oyon,39877588,Justin Garza,0
Lima,Oyón ,Oyon,60406323,Leonard Kato,1
Lima,Oyón ,Oyon,73165283,Justin Garza,0
Lima,Oyón ,Oyon,49766474,Leonard Kato,1
Lima,Oyón ,Oyon,59586155,Shane Robinson,0
Lima,Oyón ,Oyon,54758363,Adam Foster,1
Lima,Oyón ,Oyon,40652936,Leonard Kato,1
Lima,Oyón ,Oyon,18857941,Brenda Monroe,0
Lima,Oyón ,Oyon,82664944,Joseph Burrell,1
Lima,Oyón ,Oyon,67973284,Brenda Monroe,1
Lima,Oyón ,Oyon,77446707,Adam Foster,0
Lima,Oyón ,Oyon,57083372,Joseph Burrell,0
Lima,Oyón ,Oyon,64379577,Joseph Burrell,0
Lima,Oyón ,Oyon,70271202,Leonard Kato,0
Lima,Oyón ,Oyon,30461189,Joseph Burrell,1
Lima,Oyón ,Oyon,13912275,Shane Robinson,0
Lima,Oyón ,Oyon,48023386,Brenda Monroe,1
Lima,Oyón ,Oyon,30321878,Joseph Burrell,1
Lima,Oyón ,Oyon,89085189,Shane Robinson,1
Lima,Oyón ,Oyon,54963803,Leonard Kato,0
Lima,Oyón ,Oyon,42146831,Joseph Lawson,0
Lima,Oyón ,Oyon,73819154,Joseph Burrell,0
Lima,Oyón ,Oyon,60527059,Adam Foster,1
Lima,Oyón ,Oyon,19197650,Shane Robinson,1
Lima,Oyón ,Oyon,32733661,Adam Foster,0
Lima,Oyón ,Oyon,65076723,Joseph Lawson,1
Lima,Oyón ,Oyon,57883345,Shane Robinson,1
Lima,Oyón ,Oyon,45070246,Justin Green,0
Lima,Oyón ,Oyon,15411744,Justin Green,1
Lima,Oyón ,Oyon,31383734,Leonard Kato,1
Lima,Oyón ,Oyon,43021166,Joseph Burrell,1
Lima,Oyón ,Oyon,48047939,Justin Garza,1
Lima,Oyón ,Oyon,56535373,Leonard Kato,1
Lima,Oyón ,Oyon,83165577,Justin Green,0
Lima,Oyón ,Oyon,59224594,Brenda Monroe,0
Lima,Oyón ,Oyon,33462556,Adam Foster,1
Lima,Oyón ,Oyon,79152172,Shane Robinson,0
Lima,Oyón ,Oyon,54171873,Adam Foster,1
Lima,Oyón ,Oyon,10113292,Joseph Lawson,0
Lima,Oyón ,Oyon,49947238,Justin Garza,0
Lima,Oyón ,Oyon,74038794,Justin Garza,0
Lima,Oyón ,Oyon,51996306,Justin Garza,1
Lima,Oyón ,Oyon,69966204,Justin Green,0
Lima,Oyón ,Oyon,20195120,Justin Green,1
Lima,Oyón ,Oyon,22608140,Brenda Monroe,0
Lima,Oyón ,Oyon,19849309,Leonard Kato,1
Lima,Oyón ,Oyon,53682626,Shane Robinson,1
Lima,Oyón ,Oyon,73918002,Leonard Kato,1
Lima,Oyón ,Oyon,33753081,Leonard Kato,1
Lima,Oyón ,Oyon,70348213,Joseph Burrell,1
Lima,Oyón ,Oyon,55575863,Joseph Burrell,0
Lima,Oyón ,Oyon,45575112,Leonard Kato,1
