region,provincia,ciudad,dni,candidato,esvalido
Cajamarca,Celendín,Celendín,84476683,Clarence Howlett,1
Cajamarca,Celendín,Celendín,32008678,Shirley Brady,1
Cajamarca,Celendín,Celendín,76756979,Shirley Brady,1
Cajamarca,Celendín,Celendín,67405061,Daniel Pleiman,1
Cajamarca,Celendín,Celendín,26490935,Clarence Howlett,1
Cajamarca,Celendín,Celendín,62728015,Clarence Howlett,1
Cajamarca,Celendín,Celendín,33888180,Clarence Howlett,0
Cajamarca,Celendín,Celendín,64960867,Frederick Guerrero,1
Cajamarca,Celendín,Celendín,58629106,Daniel Pleiman,0
Cajamarca,Celendín,Celendín,46586430,William Robles,0
Cajamarca,Celendín,Celendín,84540127,Ronald Przygocki,0
Cajamarca,Celendín,Celendín,58232853,Daniel Pleiman,1
Cajamarca,Celendín,Celendín,39533275,Susan Garcia,1
Cajamarca,Celendín,Celendín,86644625,Frederick Guerrero,0
Cajamarca,Celendín,Celendín,42288486,William Robles,1
Cajamarca,Celendín,Celendín,69504016,William Robles,1
Cajamarca,Celendín,Celendín,21843726,Ronald Przygocki,0
Cajamarca,Celendín,Celendín,12846869,Clarence Howlett,1
Cajamarca,Celendín,Celendín,51053181,Frederick Guerrero,1
Cajamarca,Celendín,Celendín,30026997,Daniel Pleiman,0
Cajamarca,Celendín,Celendín,87701195,Clarence Howlett,1
Cajamarca,Celendín,Celendín,26504345,William Robles,0
Cajamarca,Celendín,Celendín,71171553,Frederick Guerrero,1
Cajamarca,Celendín,Celendín,72050096,Frederick Guerrero,1
Cajamarca,Celendín,Celendín,25915794,Daniel Pleiman,1
Cajamarca,Celendín,Celendín,14656504,Clarence Howlett,1
Cajamarca,Celendín,Celendín,15487740,Susan Garcia,0
Cajamarca,Celendín,Celendín,75672771,Frederick Guerrero,0
Cajamarca,Celendín,Celendín,30420877,Susan Garcia,1
Cajamarca,Celendín,Celendín,66076648,William Robles,1
Cajamarca,Celendín,Celendín,19204059,Clarence Howlett,0
Cajamarca,Celendín,Celendín,30098241,Shirley Brady,0
Cajamarca,Celendín,Celendín,68524221,Clarence Howlett,0
Cajamarca,Celendín,Celendín,23986058,Frederick Guerrero,1
Cajamarca,Celendín,Celendín,58020091,Clarence Howlett,1
Cajamarca,Celendín,Celendín,31739416,Shirley Brady,1
Cajamarca,Celendín,Celendín,72984625,William Robles,1
Cajamarca,Celendín,Celendín,69348138,Clarence Howlett,1
