region,provincia,ciudad,dni,candidato,esvalido
Puno,Huancané ,Huancane,38434973,Michael Hesson,0
Puno,Huancané ,Huancane,53829354,Stefan Farr,0
Puno,Huancané ,Huancane,77724873,Omar Cobb,0
Puno,Huancané ,Huancane,75932153,John Weisser,1
Puno,Huancané ,Huancane,19353813,Karl Huffman,1
Puno,Huancané ,Huancane,38997774,Eddie Weida,1
Puno,Huancané ,Huancane,77594196,Michael Hesson,1
Puno,Huancané ,Huancane,23454526,Karl Huffman,0
Puno,Huancané ,Huancane,19126475,John Weisser,0
Puno,Huancané ,Huancane,14614505,Stefan Farr,1
Puno,Huancané ,Huancane,60428613,Michael Hesson,1
Puno,Huancané ,Huancane,59473907,John Weisser,1
Puno,Huancané ,Huancane,24343690,Stefan Farr,1
Puno,Huancané ,Huancane,47853322,Stefan Farr,1
Puno,Huancané ,Huancane,75301432,John Weisser,0
Puno,Huancané ,Huancane,38387548,David Cordle,0
Puno,Huancané ,Huancane,45983465,Eddie Weida,1
Puno,Huancané ,Huancane,22213598,Stefan Farr,1
Puno,Huancané ,Huancane,51725416,David Cordle,0
Puno,Huancané ,Huancane,21305254,David Cordle,1
Puno,Huancané ,Huancane,25625761,Diane Beck,1
Puno,Huancané ,Huancane,71534472,John Weisser,0
Puno,Huancané ,Huancane,50019701,Michael Hesson,0
Puno,Huancané ,Huancane,56592172,Eddie Weida,1
Puno,Huancané ,Huancane,78830050,Eddie Weida,0
Puno,Huancané ,Huancane,22774490,Diane Beck,1
Puno,Huancané ,Huancane,37449063,Eddie Weida,0
Puno,Huancané ,Huancane,67311294,John Weisser,0
Puno,Huancané ,Huancane,17449865,Eddie Weida,1
Puno,Huancané ,Huancane,15229875,Eddie Weida,1
Puno,Huancané ,Huancane,19196973,Omar Cobb,1
Puno,Huancané ,Huancane,36901057,Michael Hesson,0
Puno,Huancané ,Huancane,63195567,Omar Cobb,0
Puno,Huancané ,Huancane,15236325,John Weisser,1
Puno,Huancané ,Huancane,66034153,Omar Cobb,0
Puno,Huancané ,Huancane,76495130,Michael Hesson,1
Puno,Huancané ,Huancane,62823581,David Cordle,1
Puno,Huancané ,Huancane,45049255,Karl Huffman,0
Puno,Huancané ,Huancane,36531667,John Weisser,1
Puno,Huancané ,Huancane,41360267,Omar Cobb,0
Puno,Huancané ,Huancane,28560689,Karl Huffman,0
Puno,Huancané ,Huancane,86745646,Karl Huffman,0
Puno,Huancané ,Huancane,56249522,Stefan Farr,1
Puno,Huancané ,Huancane,26875073,David Cordle,0
Puno,Huancané ,Huancane,73160675,Stefan Farr,1
Puno,Huancané ,Huancane,17868622,Karl Huffman,0
Puno,Huancané ,Huancane,10274155,Omar Cobb,0
Puno,Huancané ,Huancane,85684349,John Weisser,1
Puno,Huancané ,Huancane,43062514,Omar Cobb,1
Puno,Huancané ,Huancane,46570725,Karl Huffman,1
Puno,Huancané ,Huancane,79419063,Karl Huffman,1
Puno,Huancané ,Huancane,55788767,David Cordle,0
Puno,Huancané ,Huancane,61406854,Eddie Weida,1
Puno,Huancané ,Huancane,87272596,John Weisser,1
Puno,Huancané ,Huancane,52454043,John Weisser,0
Puno,Huancané ,Huancane,81760574,Michael Hesson,0
Puno,Huancané ,Huancane,84829674,Michael Hesson,0
Puno,Huancané ,Huancane,47592985,Stefan Farr,0
Puno,Huancané ,Huancane,10668825,Karl Huffman,0
Puno,Huancané ,Huancane,19802490,John Weisser,1
Puno,Huancané ,Huancane,35668850,Stefan Farr,1
Puno,Huancané ,Huancane,22114286,David Cordle,1
Puno,Huancané ,Huancane,63383610,Stefan Farr,0
Puno,Huancané ,Huancane,71718822,David Cordle,0
Puno,Huancané ,Huancane,50512078,David Cordle,0
Puno,Huancané ,Huancane,31685809,Eddie Weida,1
Puno,Huancané ,Huancane,43136022,Diane Beck,0
Puno,Huancané ,Huancane,57064469,David Cordle,0
Puno,Huancané ,Huancane,85432051,Karl Huffman,0
Puno,Huancané ,Huancane,72750410,Stefan Farr,0
Puno,Huancané ,Huancane,66051662,Michael Hesson,1
Puno,Huancané ,Huancane,66470909,Omar Cobb,0
Puno,Huancané ,Huancane,20991069,Diane Beck,0
Puno,Huancané ,Huancane,78720432,David Cordle,0
Puno,Huancané ,Huancane,73724678,John Weisser,1
Puno,Huancané ,Huancane,34703997,Diane Beck,0
Puno,Huancané ,Huancane,60289899,Stefan Farr,0
Puno,Huancané ,Huancane,26057198,Karl Huffman,0
Puno,Huancané ,Huancane,85401706,Diane Beck,1
Puno,Huancané ,Huancane,21268570,Omar Cobb,1
Puno,Huancané ,Huancane,43410415,Eddie Weida,0
Puno,Huancané ,Huancane,69212044,Omar Cobb,0
Puno,Huancané ,Huancane,51943912,David Cordle,0
Puno,Huancané ,Huancane,14411325,John Weisser,0
Puno,Huancané ,Huancane,37991424,Stefan Farr,1
Puno,Huancané ,Huancane,70078778,David Cordle,1
Puno,Huancané ,Huancane,57870477,Diane Beck,1
Puno,Huancané ,Huancane,73527127,Eddie Weida,0
Puno,Huancané ,Huancane,51240164,Omar Cobb,0
Puno,Huancané ,Huancane,56853998,Karl Huffman,1
Puno,Huancané ,Huancane,49469432,John Weisser,1
Puno,Huancané ,Huancane,70501035,Diane Beck,1
Puno,Huancané ,Huancane,52930095,Omar Cobb,0
Puno,Huancané ,Huancane,72613853,Diane Beck,1
Puno,Huancané ,Huancane,15540946,Diane Beck,0
Puno,Huancané ,Huancane,30711566,John Weisser,1
Puno,Huancané ,Huancane,18614051,David Cordle,0
Puno,Huancané ,Huancane,89648160,Stefan Farr,0
Puno,Huancané ,Huancane,55251640,Omar Cobb,1
Puno,Huancané ,Huancane,42582368,Omar Cobb,1
Puno,Huancané ,Huancane,16373339,Eddie Weida,0
Puno,Huancané ,Huancane,20777090,David Cordle,0
Puno,Huancané ,Huancane,18608106,Karl Huffman,1
Puno,Huancané ,Huancane,35583532,Eddie Weida,0
Puno,Huancané ,Huancane,21231917,Diane Beck,1
Puno,Huancané ,Huancane,83983338,Karl Huffman,1
Puno,Huancané ,Huancane,73357022,Omar Cobb,1
Puno,Huancané ,Huancane,12063904,Karl Huffman,1
Puno,Huancané ,Huancane,81256221,Michael Hesson,1
Puno,Huancané ,Huancane,54353104,John Weisser,1
Puno,Huancané ,Huancane,22341607,Eddie Weida,0
