region,provincia,ciudad,dni,candidato,esvalido
Loreto,Ucayali ,Contamana,61373351,Sharon Harrison,0
Loreto,Ucayali ,Contamana,49887951,Patricia Arnold,1
Loreto,Ucayali ,Contamana,62508169,Patricia Arnold,0
Loreto,Ucayali ,Contamana,23532547,Mikki Green,0
Loreto,Ucayali ,Contamana,28083956,Mikki Green,0
Loreto,Ucayali ,Contamana,50043289,Sharon Harrison,0
Loreto,Ucayali ,Contamana,31335075,Patricia Arnold,0
Loreto,Ucayali ,Contamana,63120815,Mikki Green,1
Loreto,Ucayali ,Contamana,80842116,Sharon Harrison,0
Loreto,Ucayali ,Contamana,73736229,Sharon Harrison,0
Loreto,Ucayali ,Contamana,28386020,Virginia Anderson,0
Loreto,Ucayali ,Contamana,11261843,Mikki Green,0
Loreto,Ucayali ,Contamana,67008186,Mikki Green,1
Loreto,Ucayali ,Contamana,27090083,Patricia Arnold,1
Loreto,Ucayali ,Contamana,76841971,Jean Crow,1
Loreto,Ucayali ,Contamana,51733234,Sharon Harrison,1
Loreto,Ucayali ,Contamana,30950165,Jean Crow,1
Loreto,Ucayali ,Contamana,53109010,Virginia Anderson,0
Loreto,Ucayali ,Contamana,83929381,Mikki Green,0
Loreto,Ucayali ,Contamana,46593534,Sharon Harrison,0
Loreto,Ucayali ,Contamana,38068696,Patricia Arnold,0
Loreto,Ucayali ,Contamana,14951254,Mikki Green,0
Loreto,Ucayali ,Contamana,13049352,Virginia Anderson,1
Loreto,Ucayali ,Contamana,34402020,Patricia Arnold,0
Loreto,Ucayali ,Contamana,84009863,Mikki Green,1
Loreto,Ucayali ,Contamana,69335100,Mikki Green,1
Loreto,Ucayali ,Contamana,22177048,Patricia Arnold,1
Loreto,Ucayali ,Contamana,39096739,Jean Crow,0
Loreto,Ucayali ,Contamana,41427012,Mikki Green,1
Loreto,Ucayali ,Contamana,28197121,Virginia Anderson,0
Loreto,Ucayali ,Contamana,54876380,Sharon Harrison,1
Loreto,Ucayali ,Contamana,46320817,Sharon Harrison,0
Loreto,Ucayali ,Contamana,32094359,Sharon Harrison,1
Loreto,Ucayali ,Contamana,49883615,Sharon Harrison,1
Loreto,Ucayali ,Contamana,25998263,Sharon Harrison,0
Loreto,Ucayali ,Contamana,26335925,Patricia Arnold,1
Loreto,Ucayali ,Contamana,25309000,Sharon Harrison,1
Loreto,Ucayali ,Contamana,83945023,Virginia Anderson,1
Loreto,Ucayali ,Contamana,49098564,Jean Crow,0
Loreto,Ucayali ,Contamana,48801044,Jean Crow,0
Loreto,Ucayali ,Contamana,55383247,Jean Crow,0
Loreto,Ucayali ,Contamana,72337194,Virginia Anderson,0
Loreto,Ucayali ,Contamana,89218866,Patricia Arnold,0
Loreto,Ucayali ,Contamana,76235246,Mikki Green,1
Loreto,Ucayali ,Contamana,21729208,Virginia Anderson,1
Loreto,Ucayali ,Contamana,12846824,Jean Crow,1
Loreto,Ucayali ,Contamana,89038286,Patricia Arnold,1
Loreto,Ucayali ,Contamana,78630286,Jean Crow,1
Loreto,Ucayali ,Contamana,60686350,Jean Crow,1
Loreto,Ucayali ,Contamana,19012443,Virginia Anderson,1
Loreto,Ucayali ,Contamana,38464453,Patricia Arnold,0
Loreto,Ucayali ,Contamana,65406263,Virginia Anderson,1
Loreto,Ucayali ,Contamana,48789564,Jean Crow,0
Loreto,Ucayali ,Contamana,38533952,Patricia Arnold,1
Loreto,Ucayali ,Contamana,72583348,Sharon Harrison,1
Loreto,Ucayali ,Contamana,21109080,Sharon Harrison,0
Loreto,Ucayali ,Contamana,55350550,Patricia Arnold,0
Loreto,Ucayali ,Contamana,60979789,Virginia Anderson,1
Loreto,Ucayali ,Contamana,23366649,Virginia Anderson,0
Loreto,Ucayali ,Contamana,30607092,Sharon Harrison,1
Loreto,Ucayali ,Contamana,75061696,Patricia Arnold,0
Loreto,Ucayali ,Contamana,40597192,Patricia Arnold,0
Loreto,Ucayali ,Contamana,21287717,Patricia Arnold,1
Loreto,Ucayali ,Contamana,50508224,Mikki Green,0
Loreto,Ucayali ,Contamana,76339983,Patricia Arnold,1
Loreto,Ucayali ,Contamana,88986055,Jean Crow,1
Loreto,Ucayali ,Contamana,68682129,Sharon Harrison,1
Loreto,Ucayali ,Contamana,83936097,Mikki Green,1
Loreto,Ucayali ,Contamana,21193471,Patricia Arnold,0
Loreto,Ucayali ,Contamana,58820029,Sharon Harrison,0
Loreto,Ucayali ,Contamana,28073757,Patricia Arnold,0
Loreto,Ucayali ,Contamana,77764162,Sharon Harrison,1
Loreto,Ucayali ,Contamana,37144888,Virginia Anderson,1
Loreto,Ucayali ,Contamana,76217537,Mikki Green,0
Loreto,Ucayali ,Contamana,39586829,Virginia Anderson,0
Loreto,Ucayali ,Contamana,38954128,Virginia Anderson,1
Loreto,Ucayali ,Contamana,22565247,Virginia Anderson,1
Loreto,Ucayali ,Contamana,75238513,Jean Crow,1
Loreto,Ucayali ,Contamana,67592192,Jean Crow,1
Loreto,Ucayali ,Contamana,15790814,Mikki Green,1
Loreto,Ucayali ,Contamana,11659795,Patricia Arnold,0
Loreto,Ucayali ,Contamana,87735533,Patricia Arnold,1
Loreto,Ucayali ,Contamana,36813586,Virginia Anderson,0
Loreto,Ucayali ,Contamana,47680565,Patricia Arnold,1
Loreto,Ucayali ,Contamana,43172128,Sharon Harrison,1
Loreto,Ucayali ,Contamana,56908558,Sharon Harrison,0
Loreto,Ucayali ,Contamana,29653486,Jean Crow,0
Loreto,Ucayali ,Contamana,23812303,Virginia Anderson,0
Loreto,Ucayali ,Contamana,37657989,Sharon Harrison,0
Loreto,Ucayali ,Contamana,27388358,Patricia Arnold,0
Loreto,Ucayali ,Contamana,78182684,Virginia Anderson,1
Loreto,Ucayali ,Contamana,56070480,Mikki Green,1
Loreto,Ucayali ,Contamana,22622130,Mikki Green,1
Loreto,Ucayali ,Contamana,72651499,Jean Crow,0
Loreto,Ucayali ,Contamana,24044112,Virginia Anderson,1
Loreto,Ucayali ,Contamana,37752096,Mikki Green,1
Loreto,Ucayali ,Contamana,56880349,Sharon Harrison,1
Loreto,Ucayali ,Contamana,13465164,Mikki Green,1
Loreto,Ucayali ,Contamana,39912092,Jean Crow,1
Loreto,Ucayali ,Contamana,64489319,Mikki Green,0
Loreto,Ucayali ,Contamana,74180600,Jean Crow,1
Loreto,Ucayali ,Contamana,54427884,Virginia Anderson,0
Loreto,Ucayali ,Contamana,40137834,Virginia Anderson,0
Loreto,Ucayali ,Contamana,52644793,Mikki Green,1
Loreto,Ucayali ,Contamana,68327552,Mikki Green,0
Loreto,Ucayali ,Contamana,79282878,Jean Crow,1
Loreto,Ucayali ,Contamana,16296288,Jean Crow,0
Loreto,Ucayali ,Contamana,78392780,Patricia Arnold,0
Loreto,Ucayali ,Contamana,60349823,Mikki Green,0
Loreto,Ucayali ,Contamana,49111796,Patricia Arnold,1
Loreto,Ucayali ,Contamana,74469403,Sharon Harrison,0
Loreto,Ucayali ,Contamana,54164117,Jean Crow,1
Loreto,Ucayali ,Contamana,27490667,Jean Crow,1
Loreto,Ucayali ,Contamana,34097986,Jean Crow,1
Loreto,Ucayali ,Contamana,54592491,Jean Crow,1
Loreto,Ucayali ,Contamana,20634824,Mikki Green,1
Loreto,Ucayali ,Contamana,46279795,Virginia Anderson,1
Loreto,Ucayali ,Contamana,84953654,Patricia Arnold,0
Loreto,Ucayali ,Contamana,14120270,Sharon Harrison,0
Loreto,Ucayali ,Contamana,81838282,Patricia Arnold,1
Loreto,Ucayali ,Contamana,83282817,Virginia Anderson,1
Loreto,Ucayali ,Contamana,32185113,Sharon Harrison,0
Loreto,Ucayali ,Contamana,80111282,Patricia Arnold,0
Loreto,Ucayali ,Contamana,45212185,Mikki Green,0
Loreto,Ucayali ,Contamana,66279179,Patricia Arnold,0
Loreto,Ucayali ,Contamana,60607957,Jean Crow,0
Loreto,Ucayali ,Contamana,36627837,Patricia Arnold,1
Loreto,Ucayali ,Contamana,15093220,Patricia Arnold,1
Loreto,Ucayali ,Contamana,16947438,Mikki Green,0
Loreto,Ucayali ,Contamana,32548421,Patricia Arnold,0
Loreto,Ucayali ,Contamana,40098681,Virginia Anderson,1
Loreto,Ucayali ,Contamana,68879648,Virginia Anderson,0
Loreto,Ucayali ,Contamana,26561034,Virginia Anderson,0
Loreto,Ucayali ,Contamana,78202884,Sharon Harrison,0
Loreto,Ucayali ,Contamana,42661962,Jean Crow,0
Loreto,Ucayali ,Contamana,71552562,Mikki Green,0
Loreto,Ucayali ,Contamana,78276382,Mikki Green,1
Loreto,Ucayali ,Contamana,22008290,Patricia Arnold,1
Loreto,Ucayali ,Contamana,35788110,Sharon Harrison,0
Loreto,Ucayali ,Contamana,63809319,Sharon Harrison,1
Loreto,Ucayali ,Contamana,31034847,Patricia Arnold,1
Loreto,Ucayali ,Contamana,34237639,Sharon Harrison,1
Loreto,Ucayali ,Contamana,27440162,Mikki Green,0
Loreto,Ucayali ,Contamana,62935303,Virginia Anderson,1
Loreto,Ucayali ,Contamana,76668521,Jean Crow,0
Loreto,Ucayali ,Contamana,80162805,Virginia Anderson,1
Loreto,Ucayali ,Contamana,63763017,Mikki Green,0
Loreto,Ucayali ,Contamana,26478106,Mikki Green,0
Loreto,Ucayali ,Contamana,49770926,Virginia Anderson,0
Loreto,Ucayali ,Contamana,48824690,Patricia Arnold,0
Loreto,Ucayali ,Contamana,70906210,Sharon Harrison,1
Loreto,Ucayali ,Contamana,14125277,Jean Crow,1
Loreto,Ucayali ,Contamana,27417566,Virginia Anderson,0
Loreto,Ucayali ,Contamana,31412251,Patricia Arnold,0
Loreto,Ucayali ,Contamana,52165727,Jean Crow,0
Loreto,Ucayali ,Contamana,84656091,Virginia Anderson,1
Loreto,Ucayali ,Contamana,51668688,Virginia Anderson,1
Loreto,Ucayali ,Contamana,57821536,Mikki Green,0
Loreto,Ucayali ,Contamana,73636012,Jean Crow,0
Loreto,Ucayali ,Contamana,52230944,Patricia Arnold,1
Loreto,Ucayali ,Contamana,55552248,Patricia Arnold,1
Loreto,Ucayali ,Contamana,55314685,Patricia Arnold,1
Loreto,Ucayali ,Contamana,36651182,Mikki Green,1
Loreto,Ucayali ,Contamana,48262740,Patricia Arnold,0
Loreto,Ucayali ,Contamana,49115893,Mikki Green,1
Loreto,Ucayali ,Contamana,42990874,Jean Crow,0
Loreto,Ucayali ,Contamana,78488781,Virginia Anderson,0
Loreto,Ucayali ,Contamana,76077491,Virginia Anderson,0
Loreto,Ucayali ,Contamana,31887373,Patricia Arnold,0
Loreto,Ucayali ,Contamana,11689726,Sharon Harrison,1
Loreto,Ucayali ,Contamana,77021971,Mikki Green,0
Loreto,Ucayali ,Contamana,11831629,Patricia Arnold,0
Loreto,Ucayali ,Contamana,59660358,Mikki Green,1
Loreto,Ucayali ,Contamana,66151577,Mikki Green,1
Loreto,Ucayali ,Contamana,11513124,Jean Crow,0
Loreto,Ucayali ,Contamana,65967638,Jean Crow,0
Loreto,Ucayali ,Contamana,51570313,Virginia Anderson,1
Loreto,Ucayali ,Contamana,32050065,Mikki Green,0
Loreto,Ucayali ,Contamana,70994466,Virginia Anderson,1
Loreto,Ucayali ,Contamana,34663668,Virginia Anderson,0
Loreto,Ucayali ,Contamana,34721916,Jean Crow,0
Loreto,Ucayali ,Contamana,47541391,Jean Crow,1
Loreto,Ucayali ,Contamana,64536586,Jean Crow,1
Loreto,Ucayali ,Contamana,42247070,Sharon Harrison,1
Loreto,Ucayali ,Contamana,32568801,Jean Crow,0
Loreto,Ucayali ,Contamana,83970571,Virginia Anderson,1
Loreto,Ucayali ,Contamana,51248741,Patricia Arnold,0
Loreto,Ucayali ,Contamana,14957369,Sharon Harrison,0
Loreto,Ucayali ,Contamana,12992387,Sharon Harrison,0
Loreto,Ucayali ,Contamana,55651390,Jean Crow,1
Loreto,Ucayali ,Contamana,48030299,Jean Crow,1
Loreto,Ucayali ,Contamana,53483053,Sharon Harrison,0
Loreto,Ucayali ,Contamana,42826090,Mikki Green,0
Loreto,Ucayali ,Contamana,59260383,Jean Crow,0
Loreto,Ucayali ,Contamana,49163170,Mikki Green,1
Loreto,Ucayali ,Contamana,20713586,Mikki Green,1
Loreto,Ucayali ,Contamana,42323394,Mikki Green,1
Loreto,Ucayali ,Contamana,78522767,Mikki Green,0
Loreto,Ucayali ,Contamana,37773916,Sharon Harrison,1
Loreto,Ucayali ,Contamana,13342671,Mikki Green,1
Loreto,Ucayali ,Contamana,77346216,Virginia Anderson,0
Loreto,Ucayali ,Contamana,15707624,Sharon Harrison,1
Loreto,Ucayali ,Contamana,54051868,Sharon Harrison,1
Loreto,Ucayali ,Contamana,82252187,Mikki Green,1
Loreto,Ucayali ,Contamana,76708359,Virginia Anderson,0
Loreto,Ucayali ,Contamana,39294583,Jean Crow,1
Loreto,Ucayali ,Contamana,83011284,Jean Crow,0
Loreto,Ucayali ,Contamana,89788531,Patricia Arnold,0
Loreto,Ucayali ,Contamana,64928292,Mikki Green,0
Loreto,Ucayali ,Contamana,53308349,Virginia Anderson,1
Loreto,Ucayali ,Contamana,48101976,Patricia Arnold,1
Loreto,Ucayali ,Contamana,63265481,Patricia Arnold,0
Loreto,Ucayali ,Contamana,57122204,Patricia Arnold,0
Loreto,Ucayali ,Contamana,15869341,Jean Crow,0
Loreto,Ucayali ,Contamana,71673409,Patricia Arnold,1
Loreto,Ucayali ,Contamana,31205922,Virginia Anderson,1
Loreto,Ucayali ,Contamana,38770032,Patricia Arnold,0
Loreto,Ucayali ,Contamana,76297504,Patricia Arnold,0
Loreto,Ucayali ,Contamana,72754134,Virginia Anderson,1
Loreto,Ucayali ,Contamana,81348212,Sharon Harrison,1
Loreto,Ucayali ,Contamana,35884334,Virginia Anderson,1
Loreto,Ucayali ,Contamana,84992337,Sharon Harrison,0
Loreto,Ucayali ,Contamana,81064145,Patricia Arnold,0
Loreto,Ucayali ,Contamana,65486690,Jean Crow,0
