region,provincia,ciudad,dni,candidato,esvalido
Cusco,Canchis,Sicuani,81291975,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,74466940,Bryan Little,0
Cusco,Canchis,Sicuani,11691850,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,60756633,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,61067954,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,63302045,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,58498291,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,86303102,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,20449285,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,89405367,James Moore,0
Cusco,Canchis,Sicuani,70549290,Edwin Green,0
Cusco,Canchis,Sicuani,43233140,Joseph Lambert,0
Cusco,Canchis,Sicuani,28788319,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,31415214,John Thomas,1
Cusco,Canchis,Sicuani,57778980,Joseph Lambert,0
Cusco,Canchis,Sicuani,60065021,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,27943809,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,89437695,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,29100999,Edwin Green,0
Cusco,Canchis,Sicuani,62191683,John Thomas,0
Cusco,Canchis,Sicuani,56593450,Joseph Lambert,0
Cusco,Canchis,Sicuani,17957041,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,71281627,John Thomas,0
Cusco,Canchis,Sicuani,30474456,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,59648874,Bryan Little,0
Cusco,Canchis,Sicuani,84007455,James Moore,1
Cusco,Canchis,Sicuani,42561603,Bryan Little,1
Cusco,Canchis,Sicuani,83861008,Bryan Little,1
Cusco,Canchis,Sicuani,39652717,James Moore,1
Cusco,Canchis,Sicuani,28880220,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,21773731,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,68557286,Mark Martin,1
Cusco,Canchis,Sicuani,34124539,Bryan Little,0
Cusco,Canchis,Sicuani,21890360,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,33186903,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,81136299,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,19216188,Joseph Lambert,1
Cusco,Canchis,Sicuani,16759033,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,68187969,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,70651029,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,15840627,Joseph Lambert,0
Cusco,Canchis,Sicuani,26208024,John Thomas,1
Cusco,Canchis,Sicuani,50734953,Joseph Lambert,0
Cusco,Canchis,Sicuani,17482714,James Moore,1
Cusco,Canchis,Sicuani,54956167,John Thomas,0
Cusco,Canchis,Sicuani,32548376,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,19754170,Bryan Little,0
Cusco,Canchis,Sicuani,46889838,Joseph Lambert,0
Cusco,Canchis,Sicuani,30141304,Mark Martin,0
Cusco,Canchis,Sicuani,46752868,James Moore,1
Cusco,Canchis,Sicuani,47897264,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,66226111,Bryan Little,0
Cusco,Canchis,Sicuani,30227358,Mark Martin,0
Cusco,Canchis,Sicuani,49133041,Mark Martin,0
Cusco,Canchis,Sicuani,69857304,James Moore,0
Cusco,Canchis,Sicuani,72446771,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,31074949,Edwin Green,1
Cusco,Canchis,Sicuani,13200610,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,27670888,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,36949384,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,86242791,Joseph Lambert,0
Cusco,Canchis,Sicuani,35283734,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,83230442,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,85296945,Joseph Lambert,0
Cusco,Canchis,Sicuani,74745258,Joseph Lambert,1
Cusco,Canchis,Sicuani,70479201,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,25802496,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,62624723,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,84334107,Joseph Lambert,1
Cusco,Canchis,Sicuani,72565159,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,20085069,John Thomas,1
Cusco,Canchis,Sicuani,87687179,John Thomas,1
Cusco,Canchis,Sicuani,57499504,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,62004515,Edwin Green,1
Cusco,Canchis,Sicuani,62939404,Joseph Lambert,1
Cusco,Canchis,Sicuani,20391379,Bryan Little,0
Cusco,Canchis,Sicuani,72778231,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,49812773,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,41861235,John Thomas,1
Cusco,Canchis,Sicuani,34015647,Mark Martin,1
Cusco,Canchis,Sicuani,71457152,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,35567813,Edwin Green,1
Cusco,Canchis,Sicuani,30484572,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,33646345,Bryan Little,0
Cusco,Canchis,Sicuani,51779264,James Moore,0
Cusco,Canchis,Sicuani,78294744,John Thomas,0
Cusco,Canchis,Sicuani,85205306,James Moore,0
Cusco,Canchis,Sicuani,65370579,Mark Martin,0
Cusco,Canchis,Sicuani,63609238,Bryan Little,0
Cusco,Canchis,Sicuani,34133619,Edwin Green,1
Cusco,Canchis,Sicuani,38653649,John Thomas,0
Cusco,Canchis,Sicuani,67964076,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,10746538,Bryan Little,1
Cusco,Canchis,Sicuani,77167093,Bryan Little,1
Cusco,Canchis,Sicuani,77144339,Bryan Little,1
Cusco,Canchis,Sicuani,31544638,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,27676855,James Moore,0
Cusco,Canchis,Sicuani,25162759,Mark Martin,0
Cusco,Canchis,Sicuani,52681388,James Moore,1
Cusco,Canchis,Sicuani,12519484,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,47358984,Joseph Lambert,1
Cusco,Canchis,Sicuani,89446674,Gwendolyn Dorman,0
Cusco,Canchis,Sicuani,18742446,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,73438459,Joseph Lambert,0
Cusco,Canchis,Sicuani,25246048,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,55916434,Gwendolyn Dorman,1
Cusco,Canchis,Sicuani,61269182,Edwin Green,0
Cusco,Canchis,Sicuani,55820091,Edwin Green,1
Cusco,Canchis,Sicuani,36793919,James Moore,0
Cusco,Canchis,Sicuani,46421043,Mark Martin,0
Cusco,Canchis,Sicuani,34991760,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,78021494,Bryan Little,1
Cusco,Canchis,Sicuani,19459035,Bryan Little,1
Cusco,Canchis,Sicuani,38079413,Kevin Rodriguez,1
Cusco,Canchis,Sicuani,17233207,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,66171454,Joseph Lambert,1
Cusco,Canchis,Sicuani,49278107,Shannon Schaeffer,0
Cusco,Canchis,Sicuani,64665575,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,37335653,Shannon Schaeffer,1
Cusco,Canchis,Sicuani,89513103,Kevin Rodriguez,0
Cusco,Canchis,Sicuani,15956906,Joseph Lambert,1
