region,provincia,ciudad,dni,candidato,esvalido
Moquegua,Ilo ,Ilo,77873965,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,35810554,Cora Worley,0
Moquegua,Ilo ,Ilo,25130402,Cora Worley,0
Moquegua,Ilo ,Ilo,29836301,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,14245396,Charles Schnee,0
Moquegua,Ilo ,Ilo,41726902,Henry Jones,1
Moquegua,Ilo ,Ilo,61033987,Cora Worley,1
Moquegua,Ilo ,Ilo,85150041,Cora Worley,0
Moquegua,Ilo ,Ilo,64993089,Henry Jones,0
Moquegua,Ilo ,Ilo,57332976,Charles Schnee,0
Moquegua,Ilo ,Ilo,80458486,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,44267143,Charles Schnee,0
Moquegua,Ilo ,Ilo,37858872,Charles Schnee,0
Moquegua,Ilo ,Ilo,82372107,Charles Schnee,0
Moquegua,Ilo ,Ilo,40316533,Henry Jones,1
Moquegua,Ilo ,Ilo,11578529,Cora Worley,1
Moquegua,Ilo ,Ilo,46173658,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,83410413,Cora Worley,0
Moquegua,Ilo ,Ilo,75584754,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,51255328,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,80295962,Cora Worley,0
Moquegua,Ilo ,Ilo,24838279,Henry Jones,0
Moquegua,Ilo ,Ilo,85835066,Cora Worley,0
Moquegua,Ilo ,Ilo,82456358,Henry Jones,1
Moquegua,Ilo ,Ilo,17918954,Cora Worley,1
Moquegua,Ilo ,Ilo,25507714,Charles Schnee,1
Moquegua,Ilo ,Ilo,40143390,Henry Jones,1
Moquegua,Ilo ,Ilo,59149211,Cora Worley,1
Moquegua,Ilo ,Ilo,59032270,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,89875915,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,40907145,Charles Schnee,1
Moquegua,Ilo ,Ilo,44644457,Charles Schnee,1
Moquegua,Ilo ,Ilo,30865387,Henry Jones,1
Moquegua,Ilo ,Ilo,12829650,Cora Worley,0
Moquegua,Ilo ,Ilo,25595467,Cora Worley,0
Moquegua,Ilo ,Ilo,54322118,Cora Worley,0
Moquegua,Ilo ,Ilo,13029690,Henry Jones,1
Moquegua,Ilo ,Ilo,22278238,Henry Jones,1
Moquegua,Ilo ,Ilo,14453355,Henry Jones,1
Moquegua,Ilo ,Ilo,26982114,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,68304297,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,86881505,Charles Schnee,1
Moquegua,Ilo ,Ilo,45804073,Cora Worley,0
Moquegua,Ilo ,Ilo,63298546,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,12610829,Cora Worley,0
Moquegua,Ilo ,Ilo,65595710,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,72123142,Charles Schnee,1
Moquegua,Ilo ,Ilo,15252719,Cora Worley,0
Moquegua,Ilo ,Ilo,16542189,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,21404948,Henry Jones,0
Moquegua,Ilo ,Ilo,60012135,Henry Jones,1
Moquegua,Ilo ,Ilo,71646009,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,50902074,Charles Schnee,0
Moquegua,Ilo ,Ilo,80682002,Charles Schnee,0
Moquegua,Ilo ,Ilo,32382026,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,88252597,Cora Worley,0
Moquegua,Ilo ,Ilo,79594086,Henry Jones,1
Moquegua,Ilo ,Ilo,69672341,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,62490024,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,51876148,Cora Worley,1
Moquegua,Ilo ,Ilo,49836394,Cora Worley,1
Moquegua,Ilo ,Ilo,47603604,Cora Worley,0
Moquegua,Ilo ,Ilo,89375524,Charles Schnee,1
Moquegua,Ilo ,Ilo,33210719,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,44500662,Charles Schnee,1
Moquegua,Ilo ,Ilo,46005400,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,26907356,Henry Jones,1
Moquegua,Ilo ,Ilo,27248653,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,43823548,Henry Jones,0
Moquegua,Ilo ,Ilo,18738892,Henry Jones,1
Moquegua,Ilo ,Ilo,58105000,Cora Worley,1
Moquegua,Ilo ,Ilo,82697613,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,61716407,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,41111339,Cora Worley,0
Moquegua,Ilo ,Ilo,20400017,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,46724670,Henry Jones,0
Moquegua,Ilo ,Ilo,18720973,Ernie Carlisle,1
Moquegua,Ilo ,Ilo,54972477,Cora Worley,0
Moquegua,Ilo ,Ilo,83474128,Cora Worley,1
Moquegua,Ilo ,Ilo,67910930,Ernie Carlisle,0
Moquegua,Ilo ,Ilo,49493022,Henry Jones,1
Moquegua,Ilo ,Ilo,74303275,Charles Schnee,0
Moquegua,Ilo ,Ilo,30397496,Charles Schnee,1
Moquegua,Ilo ,Ilo,59027111,Henry Jones,1
Moquegua,Ilo ,Ilo,73353029,Ernie Carlisle,0
