region,provincia,ciudad,dni,candidato,esvalido
Madre de Dios,Tahuamanu ,Iñapari,77159209,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,50506127,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,76095971,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,71830918,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,48848416,Richard Long,0
Madre de Dios,Tahuamanu ,Iñapari,67298777,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,32457138,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,28292682,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,83704586,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,82144868,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,81969286,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,63070147,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,73400858,Jeffrey Weaver,0
Madre de Dios,Tahuamanu ,Iñapari,58205601,Richard Long,0
Madre de Dios,Tahuamanu ,Iñapari,41325730,James Laigle,1
Madre de Dios,Tahuamanu ,Iñapari,13517940,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,79217133,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,18671357,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,47361087,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,54795992,Richard Long,0
Madre de Dios,Tahuamanu ,Iñapari,68378418,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,33105805,Jeffrey Weaver,0
Madre de Dios,Tahuamanu ,Iñapari,87198320,Richard Long,0
Madre de Dios,Tahuamanu ,Iñapari,13985187,Jeffrey Weaver,0
Madre de Dios,Tahuamanu ,Iñapari,29097621,Willa Berber,1
Madre de Dios,Tahuamanu ,Iñapari,15212264,Willa Berber,1
Madre de Dios,Tahuamanu ,Iñapari,64014476,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,23170871,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,22099674,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,88382412,James Laigle,1
Madre de Dios,Tahuamanu ,Iñapari,26469261,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,13463043,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,37557024,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,18251706,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,56433815,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,48235893,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,14440317,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,75262086,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,24580917,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,32616517,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,28195361,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,73801146,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,87485074,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,56278465,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,13218300,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,41889771,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,85634386,Willa Berber,1
Madre de Dios,Tahuamanu ,Iñapari,88381849,Willa Berber,1
Madre de Dios,Tahuamanu ,Iñapari,83356132,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,40206900,Sharon Smith,0
Madre de Dios,Tahuamanu ,Iñapari,82133563,Jeffrey Weaver,0
Madre de Dios,Tahuamanu ,Iñapari,70383371,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,30974258,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,35922379,James Laigle,0
Madre de Dios,Tahuamanu ,Iñapari,47062527,Richard Long,1
Madre de Dios,Tahuamanu ,Iñapari,56155515,Jeffrey Weaver,1
Madre de Dios,Tahuamanu ,Iñapari,38222821,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,47014417,Willa Berber,1
Madre de Dios,Tahuamanu ,Iñapari,11221986,Sharon Smith,1
Madre de Dios,Tahuamanu ,Iñapari,47279128,Willa Berber,0
Madre de Dios,Tahuamanu ,Iñapari,83998050,James Laigle,1
