region,provincia,ciudad,dni,candidato,esvalido
Amazonas,Bongará,Jumbilla,70309805,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,27611940,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,59581699,Raymond Cannon,1
Amazonas,Bongará,Jumbilla,84471042,Mildred Smith,0
Amazonas,Bongará,Jumbilla,33562377,Stephen Orsborn,1
Amazonas,Bongará,Jumbilla,29698996,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,80937581,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,41810844,Cynthia Yancy,0
Amazonas,Bongará,Jumbilla,23829970,Mildred Smith,0
Amazonas,Bongará,Jumbilla,79108924,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,53170567,Cynthia Yancy,0
Amazonas,Bongará,Jumbilla,46748065,Cynthia Yancy,0
Amazonas,Bongará,Jumbilla,23767370,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,38193149,Stephen Orsborn,0
Amazonas,Bongará,Jumbilla,38036685,Mildred Smith,0
Amazonas,Bongará,Jumbilla,17026208,Stephen Orsborn,1
Amazonas,Bongará,Jumbilla,63799919,Cynthia Yancy,0
Amazonas,Bongará,Jumbilla,81995078,Stephen Orsborn,0
Amazonas,Bongará,Jumbilla,32011748,Mildred Smith,1
Amazonas,Bongará,Jumbilla,16389731,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,64545542,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,23649964,Cynthia Yancy,1
Amazonas,Bongará,Jumbilla,15499180,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,35591391,Raymond Cannon,1
Amazonas,Bongará,Jumbilla,47519886,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,70556498,Raymond Cannon,1
Amazonas,Bongará,Jumbilla,24270419,Raymond Cannon,1
Amazonas,Bongará,Jumbilla,86855740,Stephen Orsborn,0
Amazonas,Bongará,Jumbilla,46488651,Mildred Smith,1
Amazonas,Bongará,Jumbilla,48206648,Stephen Orsborn,0
Amazonas,Bongará,Jumbilla,43933571,Raymond Cannon,0
Amazonas,Bongará,Jumbilla,61424295,Mildred Smith,0
Amazonas,Bongará,Jumbilla,89819641,Stephen Orsborn,0
