region,provincia,ciudad,dni,candidato,esvalido
Ucayali,Coronel Portillo ,Calleria,89874946,Valerie Thomason,1
Ucayali,Coronel Portillo ,Calleria,43423167,Andy Mills,0
Ucayali,Coronel Portillo ,Calleria,68063524,Valerie Thomason,0
Ucayali,Coronel Portillo ,Calleria,68391881,Emilio Greenlaw,1
Ucayali,Coronel Portillo ,Calleria,48434202,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,38258660,Ruby Aumick,0
Ucayali,Coronel Portillo ,Calleria,25412308,Jerry Debartolo,1
Ucayali,Coronel Portillo ,Calleria,81505193,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,51940731,Valerie Thomason,0
Ucayali,Coronel Portillo ,Calleria,89174583,John Emery,0
Ucayali,Coronel Portillo ,Calleria,77574910,Emilio Greenlaw,0
Ucayali,Coronel Portillo ,Calleria,44059011,John Emery,0
Ucayali,Coronel Portillo ,Calleria,76525627,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,55605424,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,45983066,Valerie Thomason,0
Ucayali,Coronel Portillo ,Calleria,61045908,Jerry Debartolo,1
Ucayali,Coronel Portillo ,Calleria,36208101,John Emery,1
Ucayali,Coronel Portillo ,Calleria,40857026,John Emery,0
Ucayali,Coronel Portillo ,Calleria,22579153,Andy Mills,1
Ucayali,Coronel Portillo ,Calleria,26635712,Valerie Thomason,1
Ucayali,Coronel Portillo ,Calleria,38184738,John Emery,0
Ucayali,Coronel Portillo ,Calleria,79832981,Jerry Debartolo,1
Ucayali,Coronel Portillo ,Calleria,35634956,Andy Mills,0
Ucayali,Coronel Portillo ,Calleria,31959632,Valerie Thomason,1
Ucayali,Coronel Portillo ,Calleria,87020121,Valerie Thomason,1
Ucayali,Coronel Portillo ,Calleria,13371105,Loyce Miller,0
Ucayali,Coronel Portillo ,Calleria,13765558,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,53585179,John Emery,1
Ucayali,Coronel Portillo ,Calleria,28777947,Loyce Miller,1
Ucayali,Coronel Portillo ,Calleria,45519711,Valerie Thomason,1
Ucayali,Coronel Portillo ,Calleria,40514945,Andy Mills,0
Ucayali,Coronel Portillo ,Calleria,40741011,Jerry Debartolo,1
Ucayali,Coronel Portillo ,Calleria,35170963,Loyce Miller,1
Ucayali,Coronel Portillo ,Calleria,11703402,Valerie Thomason,0
Ucayali,Coronel Portillo ,Calleria,62819742,John Emery,1
Ucayali,Coronel Portillo ,Calleria,44099430,Loyce Miller,0
Ucayali,Coronel Portillo ,Calleria,23013838,Andy Mills,0
Ucayali,Coronel Portillo ,Calleria,36489924,John Emery,0
Ucayali,Coronel Portillo ,Calleria,49016849,Andy Mills,1
Ucayali,Coronel Portillo ,Calleria,25998890,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,80010147,Emilio Greenlaw,0
Ucayali,Coronel Portillo ,Calleria,58709119,Ruby Aumick,1
Ucayali,Coronel Portillo ,Calleria,43186224,Ruby Aumick,0
Ucayali,Coronel Portillo ,Calleria,28780159,Emilio Greenlaw,0
Ucayali,Coronel Portillo ,Calleria,66693057,Jerry Debartolo,0
