region,provincia,ciudad,dni,candidato,esvalido
Tacna,Jorge Basadre ,Locumba,33686243,Lola Thompson,0
Tacna,Jorge Basadre ,Locumba,87541785,Jason Rodriguez,0
Tacna,Jorge Basadre ,Locumba,44828919,Lola Thompson,0
Tacna,Jorge Basadre ,Locumba,15083787,Lola Thompson,1
Tacna,Jorge Basadre ,Locumba,52872954,Frank Lattus,1
Tacna,Jorge Basadre ,Locumba,30173478,Gerald Lossett,1
Tacna,Jorge Basadre ,Locumba,57600326,Jeremy Long,0
Tacna,Jorge Basadre ,Locumba,54260721,Evelyn Hoag,1
Tacna,Jorge Basadre ,Locumba,82109988,Jeremy Long,1
Tacna,Jorge Basadre ,Locumba,59022357,Jeremy Long,1
Tacna,Jorge Basadre ,Locumba,14768464,Jeremy Long,1
Tacna,Jorge Basadre ,Locumba,64134661,Andrew Windsor,0
Tacna,Jorge Basadre ,Locumba,24028270,Frank Lattus,0
Tacna,Jorge Basadre ,Locumba,47445449,Jason Rodriguez,0
Tacna,Jorge Basadre ,Locumba,46531256,Frank Lattus,0
Tacna,Jorge Basadre ,Locumba,70498253,Jason Rodriguez,0
Tacna,Jorge Basadre ,Locumba,74180857,Andrew Windsor,0
Tacna,Jorge Basadre ,Locumba,82871529,Jason Rodriguez,0
Tacna,Jorge Basadre ,Locumba,23527820,Jason Rodriguez,1
Tacna,Jorge Basadre ,Locumba,82990075,Jason Rodriguez,1
Tacna,Jorge Basadre ,Locumba,56840941,Andrew Windsor,1
Tacna,Jorge Basadre ,Locumba,33881370,Lola Thompson,0
Tacna,Jorge Basadre ,Locumba,57226948,Jason Rodriguez,1
Tacna,Jorge Basadre ,Locumba,58193224,Evelyn Hoag,0
Tacna,Jorge Basadre ,Locumba,31994188,Jason Rodriguez,1
Tacna,Jorge Basadre ,Locumba,84521802,Jason Rodriguez,0
Tacna,Jorge Basadre ,Locumba,76831685,Gerald Lossett,1
