region,provincia,ciudad,dni,candidato,esvalido
Cusco,Paruro,Paruro,37529486,Bryan Little,1
Cusco,Paruro,Paruro,17408833,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,25057288,Joseph Lambert,1
Cusco,Paruro,Paruro,35133843,Bryan Little,1
Cusco,Paruro,Paruro,75138847,Shannon Schaeffer,0
Cusco,Paruro,Paruro,76153218,John Thomas,0
Cusco,Paruro,Paruro,41076819,Joseph Lambert,1
Cusco,Paruro,Paruro,12355246,Mark Martin,1
Cusco,Paruro,Paruro,66015672,Shannon Schaeffer,1
Cusco,Paruro,Paruro,61016825,John Thomas,0
Cusco,Paruro,Paruro,62141694,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,74565797,Edwin Green,0
Cusco,Paruro,Paruro,27277918,Joseph Lambert,0
Cusco,Paruro,Paruro,13575692,Edwin Green,0
Cusco,Paruro,Paruro,25485143,Joseph Lambert,0
Cusco,Paruro,Paruro,89410957,Bryan Little,1
Cusco,Paruro,Paruro,76724852,Bryan Little,0
Cusco,Paruro,Paruro,87199186,John Thomas,1
Cusco,Paruro,Paruro,22503801,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,12091834,Mark Martin,0
Cusco,Paruro,Paruro,89402691,John Thomas,0
Cusco,Paruro,Paruro,71892092,John Thomas,0
Cusco,Paruro,Paruro,46705042,James Moore,0
Cusco,Paruro,Paruro,31592925,Joseph Lambert,0
Cusco,Paruro,Paruro,34203419,Joseph Lambert,0
Cusco,Paruro,Paruro,17991723,Edwin Green,1
Cusco,Paruro,Paruro,89213064,Mark Martin,0
Cusco,Paruro,Paruro,67964022,Shannon Schaeffer,0
Cusco,Paruro,Paruro,76991153,Bryan Little,1
Cusco,Paruro,Paruro,73863847,Kevin Rodriguez,0
Cusco,Paruro,Paruro,13547739,Kevin Rodriguez,0
Cusco,Paruro,Paruro,37159303,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,61669104,Mark Martin,0
Cusco,Paruro,Paruro,35956504,John Thomas,1
Cusco,Paruro,Paruro,88407437,Bryan Little,0
Cusco,Paruro,Paruro,34168619,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,75714598,Edwin Green,0
Cusco,Paruro,Paruro,54513614,James Moore,1
Cusco,Paruro,Paruro,59877206,Mark Martin,1
Cusco,Paruro,Paruro,26025931,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,69961095,Edwin Green,0
Cusco,Paruro,Paruro,84990410,Kevin Rodriguez,0
Cusco,Paruro,Paruro,73211513,Mark Martin,1
Cusco,Paruro,Paruro,31649969,Bryan Little,1
Cusco,Paruro,Paruro,30910324,Joseph Lambert,1
Cusco,Paruro,Paruro,43079406,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,38840740,Kevin Rodriguez,0
Cusco,Paruro,Paruro,38349075,Kevin Rodriguez,1
Cusco,Paruro,Paruro,35978481,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,39381898,Shannon Schaeffer,0
Cusco,Paruro,Paruro,75900883,Shannon Schaeffer,0
Cusco,Paruro,Paruro,52203355,Shannon Schaeffer,0
Cusco,Paruro,Paruro,51497660,Edwin Green,1
Cusco,Paruro,Paruro,60406329,John Thomas,1
Cusco,Paruro,Paruro,78988360,John Thomas,0
Cusco,Paruro,Paruro,27229180,Edwin Green,1
Cusco,Paruro,Paruro,37907752,Mark Martin,1
Cusco,Paruro,Paruro,15209341,John Thomas,0
Cusco,Paruro,Paruro,25553392,Edwin Green,1
Cusco,Paruro,Paruro,64470604,Bryan Little,0
Cusco,Paruro,Paruro,17435866,Mark Martin,0
Cusco,Paruro,Paruro,80910385,Joseph Lambert,0
Cusco,Paruro,Paruro,19326412,Bryan Little,0
Cusco,Paruro,Paruro,12677741,Mark Martin,1
Cusco,Paruro,Paruro,87220083,Bryan Little,1
Cusco,Paruro,Paruro,48243933,Joseph Lambert,1
Cusco,Paruro,Paruro,34838380,Kevin Rodriguez,1
Cusco,Paruro,Paruro,32687389,Shannon Schaeffer,0
Cusco,Paruro,Paruro,54400260,James Moore,0
Cusco,Paruro,Paruro,43984126,Shannon Schaeffer,1
Cusco,Paruro,Paruro,43477159,Kevin Rodriguez,1
Cusco,Paruro,Paruro,44678559,Joseph Lambert,1
Cusco,Paruro,Paruro,86255972,Bryan Little,1
Cusco,Paruro,Paruro,12237066,Shannon Schaeffer,0
Cusco,Paruro,Paruro,79363654,Mark Martin,0
Cusco,Paruro,Paruro,48617853,John Thomas,1
Cusco,Paruro,Paruro,18220893,James Moore,1
Cusco,Paruro,Paruro,71722663,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,56779571,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,69416618,Shannon Schaeffer,0
Cusco,Paruro,Paruro,27967781,Joseph Lambert,0
Cusco,Paruro,Paruro,66956317,Bryan Little,1
Cusco,Paruro,Paruro,57220517,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,78503547,Mark Martin,0
Cusco,Paruro,Paruro,49825658,Kevin Rodriguez,0
Cusco,Paruro,Paruro,20347709,Kevin Rodriguez,0
Cusco,Paruro,Paruro,65927390,Joseph Lambert,0
Cusco,Paruro,Paruro,89633028,John Thomas,0
Cusco,Paruro,Paruro,21533407,Kevin Rodriguez,1
Cusco,Paruro,Paruro,36295297,Kevin Rodriguez,0
Cusco,Paruro,Paruro,19279009,Bryan Little,1
Cusco,Paruro,Paruro,60363953,Shannon Schaeffer,1
Cusco,Paruro,Paruro,28814848,Joseph Lambert,1
Cusco,Paruro,Paruro,27050321,James Moore,0
Cusco,Paruro,Paruro,62593490,Shannon Schaeffer,1
Cusco,Paruro,Paruro,42544376,Mark Martin,0
Cusco,Paruro,Paruro,55538994,Mark Martin,0
Cusco,Paruro,Paruro,56491527,Mark Martin,1
Cusco,Paruro,Paruro,44088862,Bryan Little,0
Cusco,Paruro,Paruro,84717505,Mark Martin,1
Cusco,Paruro,Paruro,69922209,Shannon Schaeffer,0
Cusco,Paruro,Paruro,47993036,John Thomas,1
Cusco,Paruro,Paruro,88600031,Kevin Rodriguez,1
Cusco,Paruro,Paruro,11338799,Kevin Rodriguez,1
Cusco,Paruro,Paruro,10269693,Mark Martin,0
Cusco,Paruro,Paruro,62355358,James Moore,0
Cusco,Paruro,Paruro,58615531,Mark Martin,0
Cusco,Paruro,Paruro,72509337,Joseph Lambert,0
Cusco,Paruro,Paruro,44360091,James Moore,0
Cusco,Paruro,Paruro,86215979,Edwin Green,1
Cusco,Paruro,Paruro,64436015,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,71458287,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,70386347,Bryan Little,0
Cusco,Paruro,Paruro,68533940,Mark Martin,0
Cusco,Paruro,Paruro,28364104,Kevin Rodriguez,1
Cusco,Paruro,Paruro,29598433,Mark Martin,1
Cusco,Paruro,Paruro,76947396,Bryan Little,0
Cusco,Paruro,Paruro,32160877,Bryan Little,1
Cusco,Paruro,Paruro,79513370,Bryan Little,0
Cusco,Paruro,Paruro,48586356,Joseph Lambert,0
Cusco,Paruro,Paruro,52137077,Mark Martin,0
Cusco,Paruro,Paruro,27983348,James Moore,0
Cusco,Paruro,Paruro,17099712,James Moore,1
Cusco,Paruro,Paruro,56874776,Bryan Little,1
Cusco,Paruro,Paruro,52626038,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,84222602,John Thomas,0
Cusco,Paruro,Paruro,16452595,Kevin Rodriguez,0
Cusco,Paruro,Paruro,12421097,Kevin Rodriguez,0
Cusco,Paruro,Paruro,27298694,Gwendolyn Dorman,0
Cusco,Paruro,Paruro,86955423,Joseph Lambert,0
Cusco,Paruro,Paruro,14762063,James Moore,1
Cusco,Paruro,Paruro,30009138,John Thomas,0
Cusco,Paruro,Paruro,49712044,Mark Martin,0
Cusco,Paruro,Paruro,85125288,Shannon Schaeffer,1
Cusco,Paruro,Paruro,44161498,Mark Martin,0
Cusco,Paruro,Paruro,14291581,Edwin Green,1
Cusco,Paruro,Paruro,21505749,Edwin Green,0
Cusco,Paruro,Paruro,44728176,Edwin Green,1
Cusco,Paruro,Paruro,51653896,John Thomas,0
Cusco,Paruro,Paruro,26590926,Joseph Lambert,1
Cusco,Paruro,Paruro,30477054,Kevin Rodriguez,0
Cusco,Paruro,Paruro,82192034,Joseph Lambert,1
Cusco,Paruro,Paruro,37555562,Mark Martin,1
Cusco,Paruro,Paruro,10551469,James Moore,0
Cusco,Paruro,Paruro,77235721,Gwendolyn Dorman,1
Cusco,Paruro,Paruro,80686730,Edwin Green,1
Cusco,Paruro,Paruro,26291762,Joseph Lambert,1
